TITLE;Computer Science
Axiomatic quantum mechanics: Necessity and benefits for the physics studies;0
Kinetic modelling of competition and depletion of shared miRNAs by competing endogenous RNAs;0
Shortening binary complexes and commutativity of $K$-theory with infinite products;0
Cost-Effective Seed Selection in Online Social Networks;1
Fast Meta-Learning for Adaptive Hierarchical Classifier Design;1
Vibrational Density Matrix Renormalization Group;1
Identification and Off-Policy Learning of Multiple Objectives Using Adaptive Clustering;1
Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization;0
Spoken English Intelligibility Remediation with PocketSphinx Alignment and Feature Extraction Improves Substantially over the State of the Art;1
Second-Order Analysis and Numerical Approximation for Bang-Bang Bilinear Control Problems;0
On the letter frequencies and entropy of written Marathi;0
Robust Orchestration of Concurrent Application Workflows in Mobile Device Clouds;0
Anisotropy and multiband superconductivity in Sr2RuO4;0
Time-Reversal Breaking in QCD$_4$, Walls, and Dualities in 2+1 Dimensions;0
Comparative Investigation of the High Pressure Autoignition of the Butanol Isomers;0
Selecting optimal minimum spanning trees that share a topological correspondence with phylogenetic trees;1
Noisy Natural Gradient as Variational Inference;0
A Game of Life on Penrose tilings;1
Single and Multiple Vortex Rings in Three-Dimensional Bose-Einstein Condensates: Existence, Stability and Dynamics;1
Dimension-free Wasserstein contraction of nonlinear filters;0
Vortex Nucleation Limited Mobility of Free Electron Bubbles in the Gross-Pitaevskii Model of a Superfluid;1
Radio variability and non-thermal components in stars evolving toward planetary nebulae;0
Sequential testing for structural stability in approximate factor models;0
Susceptibility Propagation by Using Diagonal Consistency;0
Performance Analysis of Ultra-Dense Networks with Elevated Base Stations;0
Learning to Drive in a Day;0
Strong-coupling of WSe2 in ultra-compact plasmonic nanocavities at room temperature;0
Stigmergy-based modeling to discover urban activity patterns from positioning data;1
BiHom-Lie colour algebras structures;0
Clustering of Gamma-Ray bursts through kernel principal component analysis;1
Bounded gaps between primes in short intervals;0
Handover analysis of the Improved Phantom Cells;0
Bayesian Joint Topic Modelling for Weakly Supervised Object Localisation;1
Constraints on Super-Earths Interiors from Stellar Abundances;1
Software correlator for Radioastron mission;1
Isogenies for point counting on genus two hyperelliptic curves with maximal real multiplication;0
On the self-duality of rings of integers in tame and abelian extensions;1
Forecasting Transformative AI: An Expert Survey;1
Change of grading, injective dimension and dualizing complexes;0
Approximately certifying the restricted isometry property is hard;0
A compact design for velocity-map imaging energetic electrons and ions;1
Multiset Combinatorial Batch Codes;1
Thermoelectric Cooperative Effect in Three-Terminal Elastic Transport through a Quantum Dot;1
DeepSaucer: Unified Environment for Verifying Deep Neural Networks;1
Checklists to Support Test Charter Design in Exploratory Testing;1
Fast non-destructive parallel readout of neutral atom registers in optical potentials;1
Binaural Source Localization based on Modulation-Domain Features and Decision Pooling;1
Dynamic Shrinkage Processes;0
A Multiple Source Framework for the Identification of Activities of Daily Living Based on Mobile Device Data;1
Maximum likelihood estimators based on the block maxima method;1
Hipsters on Networks: How a Small Group of Individuals Can Lead to an Anti-Establishment Majority;0
Optimal Identity Testing with High Probability;1
Handling state space explosion in verification of component-based systems: A review;1
A Framework for Relating the Structures and Recovery Statistics in Pressure Time-Series Surveys for Dust Devils;0
Investigation on different physical aspects such as structural, elastic, mechanical, optical properties and Debye temperature of Fe2ScM (M = P and As) semiconductors: a DFT based first principles study;0
Optimal Envelope Approximation in Fourier Basis with Applications in TV White Space;0
The curl operator on odd-dimensional manifolds;1
Topology optimization for transient response of structures subjected to dynamic loads;0
Generalized Lambert series and arithmetic nature of odd zeta values;0
Perfect phylogenies via branchings in acyclic digraphs and a generalization of Dilworth's theorem;0
Towards a Service-oriented Platform for Intelligent Apps in Intermediate Cities;0
Fully Bayesian Estimation Under Informative Sampling;0
Bistable reaction equations with doubly nonlinear diffusion;0
Static Free Space Detection with Laser Scanner using Occupancy Grid Maps;1
Proactive Edge Computing in Latency-Constrained Fog Networks;1
Deuterium fractionation and H2D+ evolution in turbulent and magnetized cloud cores;0
Experimental data over quantum mechanics simulations for inferring the repulsive exponent of the Lennard-Jones potential in Molecular Dynamics;1
Ensemble Sampling;0
Failures of Gradient-Based Deep Learning;1
Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result;0
A Data-Driven Sparse-Learning Approach to Model Reduction in Chemical Reaction Networks;1
Parity-Forbidden Transitions and Their Impacts on the Optical Absorption Properties of Lead-Free Metal Halide Perovskites and Double Perovskites;1
Identification of microRNA clusters cooperatively acting on Epithelial to Mesenchymal Transition in Triple Negative Breast Cancer;1
A Belief Propagation Algorithm for Multipath-Based SLAM;1
Local methods for blocks of finite simple groups;1
Motion Planning for a Humanoid Mobile Manipulator System;0
End-to-end Planning of Fixed Millimeter-Wave Networks;0
A giant planet undergoing extreme ultraviolet irradiation by its hot massive-star host;1
Characterizing videos, audience and advertising in Youtube channels for kids;1
Vanishing theorems for the negative K-theory of stacks;1
Gravitational radiation from compact binary systems in screened modified gravity;0
weedNet: Dense Semantic Weed Classification Using Multispectral Images and MAV for Smart Farming;1
An explicit determination of the $K$-theoretic structure constants of the affine Grassmannian associated to $SL_2$;0
The Correct Application of Variance Concept in Measurement Theory;0
A Generalized Framework for the Estimation of Causal Moderation Effects with Randomized Treatments and Non-Randomized Moderators;0
Spherical Functions on Riemannian Symmetric Spaces;0
Modular curves with infinitely many cubic points;0
Semi-Analytical Perturbative Approaches to Third Body Resonant Trajectories;0
 Robust and Imperceptible Adversarial Attacks on Capsule Networks;0
Thermophoretic MHD Flow and Non-linear Radiative Heat Transfer with Convective Boundary Conditions over a Non-linearly Stretching Sheet;0
Resting-state ASL : Toward an optimal sequence duration;1
Learning Neural Models for End-to-End Clustering;0
Anisotropic exchange and spin-wave damping in pure and electron-doped Sr$_2$IrO$_4$;0
Anomalous transport properties in Nb/Bi1.95Sb0.05Se3 hybrid structure;0
State-dependent Priority Scheduling for Networked Control Systems;1
Deformation conditions for pseudorepresentations;0
Adaptive local surface refinement based on LR NURBS and its application to contact;0
Approximate Program Smoothing Using Mean-Variance Statistics, with Application to Procedural Shader Bandlimiting;0
Trusted Multi-Party Computation and Verifiable Simulations: A Scalable Blockchain Approach;1
Empirical analysis of non-linear activation functions for Deep Neural Networks in classification tasks;1
A Survey of Deep Learning Techniques for Mobile Robot Applications;0
Design of the Artificial: lessons from the biological roots of general intelligence;1
Continuum of quantum fluctuations in a three-dimensional $S\!=\!1$ Heisenberg magnet;0
SimProp v2r4: Monte Carlo simulation code for UHECR propagation;0
Non-negative Matrix Factorization via Archetypal Analysis;1
Muon Reconstruction in the Daya Bay Water Pools;0
Improving Foot-Mounted Inertial Navigation Through Real-Time Motion Classification;1
An Extended Low Fat Allocator API and Applications;1
Exoplanet Atmosphere Retrieval using Multifractal Analysis of Secondary Eclipse Spectra;1
Permutation Tests for Infection Graphs;0
A novel distribution-free hybrid regression model for manufacturing process efficiency improvement;0
Exploring deep learning as an event classification method for the Cherenkov Telescope Array;1
Photo-Induced Bandgap Renormalization Governs the Ultrafast Response of Single-Layer MoS2;1
Improved Quantile Regression Estimators when the Errors are Independently and Non-identically Distributed;1
Language Modeling by Clustering with Word Embeddings for Text Readability Assessment;0
Discriminant circle bundles over local models of Strebel graphs and Boutroux curves;0
Far-field theory for trajectories of magnetic ellipsoids in rectangular and circular channels;1
On M-functions associated with modular forms;0
Learning Graph Representations by Dendrograms;0
Slow and Long-ranged Dynamical Heterogeneities in Dissipative Fluids;1
A Globally Linearly Convergent Method for Pointwise Quadratically Supportable Convex-Concave Saddle Point Problems;1
Stability of casein micelles cross-linked with genipin: a physicochemical study as a function of pH;1
Kites and Residuated Lattices;0
TED Talk Recommender Using Speech Transcripts;0
Attitude Control of the Asteroid Origins Satellite 1 (AOSAT 1);1
Triplet Network with Attention for Speaker Diarization;0
Dynamics of cracks in disordered materials;0
Optimum Decoder for Multiplicative Spread Spectrum Image Watermarking with Laplacian Modeling;0
Adaptive Path-Integral Autoencoder: Representation Learning and Planning for Dynamical Systems;0
Semiblind subgraph reconstruction in Gaussian graphical models;0
Hybrid Collaborative Recommendation via Semi-AutoEncoder;0
The Linear Point: A cleaner cosmological standard ruler;1
Incompressible limit of the Navier-Stokes model with a growth term;0
Stochastic Primal-Dual Method on Riemannian Manifolds with Bounded Sectional Curvature;1
Nudging the particle filter;0
Quantum oscillations and a non-trivial Berry phase in the noncentrosymmetric superconductor BiPd;1
ExSIS: Extended Sure Independence Screening for Ultrahigh-dimensional Linear Models;0
